127.0.0.1 - - [08/Jan/2025:08:35:29 +0700] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:51:26 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/truckAssignment/changeBLSNo?_dc=1736319086478&searchType=chgBlNo&scn=ASHL&vslCallId=ASHL&blNo=ASH1%2FASH1ASH1%2FASH1ASH1%2FASH1&shipgNoteNo=&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:51:26 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/validationcode/list?_dc=1736319086484&tyCd=CUSTOMS_RELEASED_VALIDATION&col1=ASHL&col2=ASH1%2FASH1ASH1%2FASH1ASH1%2FASH1&col3=I&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:51:26 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/validationcode/list?_dc=1736319086484&tyCd=CUSTOMS_RELEASED_VALIDATION&col1=ASHL&col2=ASH1%2FASH1ASH1%2FASH1ASH1%2FASH1&col3=I&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:51:26 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/truckAssignment/changeBLSNo?_dc=1736319086478&searchType=chgBlNo&scn=ASHL&vslCallId=ASHL&blNo=ASH1%2FASH1ASH1%2FASH1ASH1%2FASH1&shipgNoteNo=&page=1&start=0&limit=25 HTTP/1.1" 200 3016
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:51:26 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/truckAssignment/sdoItems?_dc=1736319086950&vslCallId=ASHL&blNo=ASH1%2FASH1ASH1%2FASH1ASH1%2FASH1&subDoNo=&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:51:28 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/truckAssignment/sdoItems?_dc=1736319086950&vslCallId=ASHL&blNo=ASH1%2FASH1ASH1%2FASH1ASH1%2FASH1&subDoNo=&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:51:41 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/truckAssignment/changeBLSNo?_dc=1736319100999&searchType=chgBlNo&scn=ASHL&vslCallId=ASHL&blNo=ASH1%2FASH1ASH1%2FASH1ASH1%2FASH1&shipgNoteNo=&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:51:41 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/validationcode/list?_dc=1736319101002&tyCd=CUSTOMS_RELEASED_VALIDATION&col1=ASHL&col2=ASH1%2FASH1ASH1%2FASH1ASH1%2FASH1&col3=I&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:51:41 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/validationcode/list?_dc=1736319101002&tyCd=CUSTOMS_RELEASED_VALIDATION&col1=ASHL&col2=ASH1%2FASH1ASH1%2FASH1ASH1%2FASH1&col3=I&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:51:41 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/truckAssignment/changeBLSNo?_dc=1736319100999&searchType=chgBlNo&scn=ASHL&vslCallId=ASHL&blNo=ASH1%2FASH1ASH1%2FASH1ASH1%2FASH1&shipgNoteNo=&page=1&start=0&limit=25 HTTP/1.1" 200 3016
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:51:41 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/truckAssignment/sdoItems?_dc=1736319101188&vslCallId=ASHL&blNo=ASH1%2FASH1ASH1%2FASH1ASH1%2FASH1&subDoNo=&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:51:41 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/truckAssignment/sdoItems?_dc=1736319101188&vslCallId=ASHL&blNo=ASH1%2FASH1ASH1%2FASH1ASH1%2FASH1&subDoNo=&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:51:44 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/truckAssignment/changeBLSNo?_dc=1736319104036&searchType=chgBlNo&scn=ASHL&vslCallId=ASHL&blNo=ASHLEY1&shipgNoteNo=&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:51:44 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/validationcode/list?_dc=1736319104043&tyCd=CUSTOMS_RELEASED_VALIDATION&col1=ASHL&col2=ASHLEY1&col3=I&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:51:44 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/truckAssignment/changeBLSNo?_dc=1736319104036&searchType=chgBlNo&scn=ASHL&vslCallId=ASHL&blNo=ASHLEY1&shipgNoteNo=&page=1&start=0&limit=25 HTTP/1.1" 200 2997
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:51:44 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/truckAssignment/sdoItems?_dc=1736319104228&vslCallId=ASHL&blNo=ASHLEY1&subDoNo=&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:51:44 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/validationcode/list?_dc=1736319104043&tyCd=CUSTOMS_RELEASED_VALIDATION&col1=ASHL&col2=ASHLEY1&col3=I&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:51:44 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/truckAssignment/sdoItems?_dc=1736319104228&vslCallId=ASHL&blNo=ASHLEY1&subDoNo=&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:51:47 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/truckAssignment/changeBLSNo?_dc=1736319107773&searchType=chgBlNo&scn=ASHL&vslCallId=ASHL&blNo=TESTBL1&shipgNoteNo=&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:51:47 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/validationcode/list?_dc=1736319107777&tyCd=CUSTOMS_RELEASED_VALIDATION&col1=ASHL&col2=TESTBL1&col3=I&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:51:47 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/validationcode/list?_dc=1736319107777&tyCd=CUSTOMS_RELEASED_VALIDATION&col1=ASHL&col2=TESTBL1&col3=I&page=1&start=0&limit=25 HTTP/1.1" 200 502
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:51:47 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/truckAssignment/changeBLSNo?_dc=1736319107773&searchType=chgBlNo&scn=ASHL&vslCallId=ASHL&blNo=TESTBL1&shipgNoteNo=&page=1&start=0&limit=25 HTTP/1.1" 200 3002
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:51:47 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/truckAssignment/sdoItems?_dc=1736319107943&vslCallId=ASHL&blNo=TESTBL1&subDoNo=&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:51:48 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/truckAssignment/sdoItems?_dc=1736319107943&vslCallId=ASHL&blNo=TESTBL1&subDoNo=&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:52:21 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/truckAssignment/changeBLSNo?_dc=1736319141950&searchType=chgBlNo&scn=ASHL&vslCallId=ASHL&blNo=TESTBL1&shipgNoteNo=&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:52:21 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/validationcode/list?_dc=1736319141956&tyCd=CUSTOMS_RELEASED_VALIDATION&col1=ASHL&col2=TESTBL1&col3=I&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:52:23 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/truckAssignment/changeBLSNo?_dc=1736319141950&searchType=chgBlNo&scn=ASHL&vslCallId=ASHL&blNo=TESTBL1&shipgNoteNo=&page=1&start=0&limit=25 HTTP/1.1" 200 3002
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:52:23 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/truckAssignment/sdoItems?_dc=1736319143461&vslCallId=ASHL&blNo=TESTBL1&subDoNo=&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:52:23 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/validationcode/list?_dc=1736319141956&tyCd=CUSTOMS_RELEASED_VALIDATION&col1=ASHL&col2=TESTBL1&col3=I&page=1&start=0&limit=25 HTTP/1.1" 200 502
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:52:24 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/truckAssignment/sdoItems?_dc=1736319143461&vslCallId=ASHL&blNo=TESTBL1&subDoNo=&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:54:25 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/auth/checkSession?_dc=1736319265193 HTTP/1.1" 202 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:54:26 +0700] "POST /MOST_MMC_JPB_Web/rest/auth/checkSession?_dc=1736319265193 HTTP/1.1" 200 1685
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:54:26 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/basic/profile?_dc=1736319266024&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:54:29 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/basic/profile?_dc=1736319266024&page=1&start=0&limit=25 HTTP/1.1" 200 2409
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:54:32 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/menu/authbutton?_dc=1736319272462&userId=KSPTARSYAD&menuId=ALL&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:54:34 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/menu/authbutton?_dc=1736319272462&userId=KSPTARSYAD&menuId=ALL&page=1&start=0&limit=25 HTTP/1.1" 200 75287
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:54:34 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/menu/list?_dc=1736319274248&systemCode=MOST&mode=leftmenu&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:54:34 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/menu/favourites?_dc=1736319274410&userId=KSPTARSYAD&systemCode=MOST&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:54:36 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/menu/favourites?_dc=1736319274410&userId=KSPTARSYAD&systemCode=MOST&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:54:36 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/menu/list?_dc=1736319276663&systemCode=MOST&mode=leftmenu&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:54:36 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/menu/list?_dc=1736319274248&systemCode=MOST&mode=leftmenu&page=1&start=0&limit=25 HTTP/1.1" 200 131138
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:54:38 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/menu/list?_dc=1736319276663&systemCode=MOST&mode=leftmenu&page=1&start=0&limit=25 HTTP/1.1" 200 131138
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:54:38 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/basic/profile?_dc=1736319278260&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:54:38 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/basic/profile?_dc=1736319278260&page=1&start=0&limit=25 HTTP/1.1" 200 2409
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:54:43 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/menu/authbutton?_dc=1736319283193&userId=KSPTARSYAD&menuId=MPDM108&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:54:43 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/menu/authbutton?_dc=1736319283193&userId=KSPTARSYAD&menuId=MPDM108&page=1&start=0&limit=25 HTTP/1.1" 200 689
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:54:44 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/columnsetting/searchItems?_dc=1736319284697&code=MT&defaultCheck=Y&gridReference=refPermitCertificateUploadGrid&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:54:44 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/columnsetting/searchItems?_dc=1736319284703&code=MT&defaultCheck=Y&gridReference=refTruckAssignmentGrid&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:54:44 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/menu/authbutton?_dc=1736319284713&userId=KSPTARSYAD&menuId=MPDM108&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:54:46 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/columnsetting/searchItems?_dc=1736319284697&code=MT&defaultCheck=Y&gridReference=refPermitCertificateUploadGrid&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:54:47 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/popup/shipcallnopopup?_dc=1736319287287&scn=ASHL&mode=textfield&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:54:47 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/columnsetting/searchItems?_dc=1736319284703&code=MT&defaultCheck=Y&gridReference=refTruckAssignmentGrid&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:54:47 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/menu/authbutton?_dc=1736319284713&userId=KSPTARSYAD&menuId=MPDM108&page=1&start=0&limit=25 HTTP/1.1" 200 689
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:54:47 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/popup/shipcallnopopup?_dc=1736319287287&scn=ASHL&mode=textfield&page=1&start=0&limit=25 HTTP/1.1" 200 5524
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:55:48 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/combobox/codeMaster?_dc=1736319348003&scn=ASHL&vslCallId=ASHL&tyCd=GC&searchType=MBLNO&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:55:48 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/combobox/codeMaster?_dc=1736319348010&vslCallId=ASHL&tyCd=GC&searchType=SNNO&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:55:48 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/combobox/codeMaster?_dc=1736319348019&vslCallId=ASHL&tyCd=GC&searchType=BLNO&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:55:48 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/truckAssignment/sdoItems?_dc=1736319348031&vslCallId=ASHL&blNo=&subDoNo=&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:55:48 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/truckAssignment/grItems?_dc=1736319348041&scn=ASHL&vslCallId=ASHL&shipgNoteNo=&tyCd=GC&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:55:48 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/truckAssignment/lorryassignmentinquiry?_dc=1736319348059&searchType=lorryLists&vslCallId=ASHL&scn=ASHL&mfDocId=&blNo=&shipgNoteNo=&ptnrCd=&truckMode=I&subDoNo=&grNo=&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:55:53 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/truckAssignment/lorryassignmentinquiry?_dc=1736319348059&searchType=lorryLists&vslCallId=ASHL&scn=ASHL&mfDocId=&blNo=&shipgNoteNo=&ptnrCd=&truckMode=I&subDoNo=&grNo=&page=1&start=0&limit=25 HTTP/1.1" 200 34992
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:55:53 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/combobox/codeMaster?_dc=1736319348019&vslCallId=ASHL&tyCd=GC&searchType=BLNO&page=1&start=0&limit=25 HTTP/1.1" 200 47989
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:55:53 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/popup/vesselcalllistpopup?_dc=1736319351204&vslCallId=ASHL&mode=textfield&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:55:53 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/truckAssignment/grItems?_dc=1736319348041&scn=ASHL&vslCallId=ASHL&shipgNoteNo=&tyCd=GC&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:55:53 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/truckAssignment/sdoItems?_dc=1736319348031&vslCallId=ASHL&blNo=&subDoNo=&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:55:53 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/combobox/codeMaster?_dc=1736319348010&vslCallId=ASHL&tyCd=GC&searchType=SNNO&page=1&start=0&limit=25 HTTP/1.1" 200 17287
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:55:53 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/combobox/codeMaster?_dc=1736319348003&scn=ASHL&vslCallId=ASHL&tyCd=GC&searchType=MBLNO&page=1&start=0&limit=25 HTTP/1.1" 200 47452
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:55:55 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/popup/vesselcalllistpopup?_dc=1736319351204&vslCallId=ASHL&mode=textfield&page=1&start=0&limit=25 HTTP/1.1" 200 2590
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:55:55 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/combobox/codeMaster?_dc=1736319355066&scn=ASHL&vslCallId=ASHL&tyCd=GC&searchType=MBLNO&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:55:55 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/combobox/codeMaster?_dc=1736319355075&vslCallId=ASHL&tyCd=GC&searchType=SNNO&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:55:55 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/truckAssignment/sdoItems?_dc=1736319355090&vslCallId=ASHL&blNo=&subDoNo=&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:55:55 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/combobox/codeMaster?_dc=1736319355083&vslCallId=ASHL&tyCd=GC&searchType=BLNO&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:55:55 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/truckAssignment/grItems?_dc=1736319355101&scn=ASHL&vslCallId=ASHL&shipgNoteNo=&tyCd=GC&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:55:56 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/combobox/codeMaster?_dc=1736319355075&vslCallId=ASHL&tyCd=GC&searchType=SNNO&page=1&start=0&limit=25 HTTP/1.1" 200 17287
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:55:56 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/combobox/codeMaster?_dc=1736319355066&scn=ASHL&vslCallId=ASHL&tyCd=GC&searchType=MBLNO&page=1&start=0&limit=25 HTTP/1.1" 200 47452
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:55:57 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/truckAssignment/grItems?_dc=1736319355101&scn=ASHL&vslCallId=ASHL&shipgNoteNo=&tyCd=GC&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:55:57 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/truckAssignment/sdoItems?_dc=1736319355090&vslCallId=ASHL&blNo=&subDoNo=&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:55:57 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/combobox/codeMaster?_dc=1736319355083&vslCallId=ASHL&tyCd=GC&searchType=BLNO&page=1&start=0&limit=25 HTTP/1.1" 200 47989
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:56:12 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/truckAssignment/changeBLSNo?_dc=1736319372181&searchType=chgBlNo&scn=ASHL&vslCallId=ASHL&blNo=ASH1%2FASH1ASH1%2FASH1&shipgNoteNo=&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:56:12 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/validationcode/list?_dc=1736319372186&tyCd=CUSTOMS_RELEASED_VALIDATION&col1=ASHL&col2=ASH1%2FASH1ASH1%2FASH1&col3=I&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:56:12 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/validationcode/list?_dc=1736319372186&tyCd=CUSTOMS_RELEASED_VALIDATION&col1=ASHL&col2=ASH1%2FASH1ASH1%2FASH1&col3=I&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:56:12 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/truckAssignment/changeBLSNo?_dc=1736319372181&searchType=chgBlNo&scn=ASHL&vslCallId=ASHL&blNo=ASH1%2FASH1ASH1%2FASH1&shipgNoteNo=&page=1&start=0&limit=25 HTTP/1.1" 200 3036
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:56:12 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/truckAssignment/sdoItems?_dc=1736319372377&vslCallId=ASHL&blNo=ASH1%2FASH1ASH1%2FASH1&subDoNo=&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:56:12 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/truckAssignment/sdoItems?_dc=1736319372377&vslCallId=ASHL&blNo=ASH1%2FASH1ASH1%2FASH1&subDoNo=&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:57:19 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/auth/checkSession?_dc=1736319439606 HTTP/1.1" 202 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:57:20 +0700] "POST /MOST_MMC_JPB_Web/rest/auth/checkSession?_dc=1736319439606 HTTP/1.1" 200 1685
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:57:20 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/basic/profile?_dc=1736319440332&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:57:22 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/basic/profile?_dc=1736319440332&page=1&start=0&limit=25 HTTP/1.1" 200 2409
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:57:22 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/menu/authbutton?_dc=1736319442602&userId=KSPTARSYAD&menuId=ALL&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:57:24 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/menu/authbutton?_dc=1736319442602&userId=KSPTARSYAD&menuId=ALL&page=1&start=0&limit=25 HTTP/1.1" 200 75287
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:57:24 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/menu/list?_dc=1736319444416&systemCode=MOST&mode=leftmenu&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:57:24 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/menu/favourites?_dc=1736319444613&userId=KSPTARSYAD&systemCode=MOST&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:57:27 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/menu/favourites?_dc=1736319444613&userId=KSPTARSYAD&systemCode=MOST&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:57:27 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/menu/list?_dc=1736319447835&systemCode=MOST&mode=leftmenu&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:13:57:27 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/menu/list?_dc=1736319444416&systemCode=MOST&mode=leftmenu&page=1&start=0&limit=25 HTTP/1.1" 200 131138
