127.0.0.1 - - [08/Jan/2025:08:35:29 +0700] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:27:39 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/popup/vesselcalllistpopup?_dc=1736306859202&vslCallId=ASHL&mode=textfield&page=1&start=0&limit=25 HTTP/1.1" 200 2590
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:27:39 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/combobox/codeMaster?_dc=1736306859357&scn=ASHL&vslCallId=ASHL&tyCd=GC&searchType=MBLNO&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:27:39 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/combobox/codeMaster?_dc=1736306859363&vslCallId=ASHL&tyCd=GC&searchType=SNNO&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:27:39 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/combobox/codeMaster?_dc=1736306859374&vslCallId=ASHL&tyCd=GC&searchType=BLNO&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:27:39 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/truckAssignment/sdoItems?_dc=1736306859382&vslCallId=ASHL&blNo=&subDoNo=&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:27:39 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/truckAssignment/grItems?_dc=1736306859388&scn=ASHL&vslCallId=ASHL&shipgNoteNo=&tyCd=GC&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:27:39 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/truckAssignment/sdoItems?_dc=1736306859382&vslCallId=ASHL&blNo=&subDoNo=&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:27:39 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/combobox/codeMaster?_dc=1736306859357&scn=ASHL&vslCallId=ASHL&tyCd=GC&searchType=MBLNO&page=1&start=0&limit=25 HTTP/1.1" 200 47452
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:27:39 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/combobox/codeMaster?_dc=1736306859374&vslCallId=ASHL&tyCd=GC&searchType=BLNO&page=1&start=0&limit=25 HTTP/1.1" 200 47989
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:27:39 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/truckAssignment/grItems?_dc=1736306859388&scn=ASHL&vslCallId=ASHL&shipgNoteNo=&tyCd=GC&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:27:39 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/combobox/codeMaster?_dc=1736306859363&vslCallId=ASHL&tyCd=GC&searchType=SNNO&page=1&start=0&limit=25 HTTP/1.1" 200 17287
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:36:32 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/popup/vesselcalllistpopup?_dc=1736307392366&vslCallId=ASHL&mode=textfield&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:36:32 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/popup/vesselcalllistpopup?_dc=1736307392366&vslCallId=ASHL&mode=textfield&page=1&start=0&limit=25 HTTP/1.1" 200 2590
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:36:32 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/combobox/codeMaster?_dc=1736307392462&scn=ASHL&vslCallId=ASHL&tyCd=GC&searchType=MBLNO&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:36:32 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/combobox/codeMaster?_dc=1736307392469&vslCallId=ASHL&tyCd=GC&searchType=SNNO&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:36:32 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/combobox/codeMaster?_dc=1736307392476&vslCallId=ASHL&tyCd=GC&searchType=BLNO&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:36:32 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/truckAssignment/sdoItems?_dc=1736307392483&vslCallId=ASHL&blNo=&subDoNo=&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:36:32 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/truckAssignment/grItems?_dc=1736307392488&scn=ASHL&vslCallId=ASHL&shipgNoteNo=&tyCd=GC&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:36:32 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/truckAssignment/sdoItems?_dc=1736307392483&vslCallId=ASHL&blNo=&subDoNo=&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:36:32 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/combobox/codeMaster?_dc=1736307392462&scn=ASHL&vslCallId=ASHL&tyCd=GC&searchType=MBLNO&page=1&start=0&limit=25 HTTP/1.1" 200 47452
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:36:32 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/combobox/codeMaster?_dc=1736307392476&vslCallId=ASHL&tyCd=GC&searchType=BLNO&page=1&start=0&limit=25 HTTP/1.1" 200 47989
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:36:32 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/combobox/codeMaster?_dc=1736307392469&vslCallId=ASHL&tyCd=GC&searchType=SNNO&page=1&start=0&limit=25 HTTP/1.1" 200 17287
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:36:32 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/truckAssignment/grItems?_dc=1736307392488&scn=ASHL&vslCallId=ASHL&shipgNoteNo=&tyCd=GC&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:36:39 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/truckAssignment/lorryassignmentinquiry?_dc=1736307399405&searchType=lorryLists&vslCallId=ASHL&scn=ASHL&mfDocId=&blNo=&shipgNoteNo=&ptnrCd=&truckMode=I&subDoNo=&grNo=&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:36:39 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/truckAssignment/lorryassignmentinquiry?_dc=1736307399405&searchType=lorryLists&vslCallId=ASHL&scn=ASHL&mfDocId=&blNo=&shipgNoteNo=&ptnrCd=&truckMode=I&subDoNo=&grNo=&page=1&start=0&limit=25 HTTP/1.1" 200 34992
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:37:02 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/truckAssignment/lorryassignmentinquiry?_dc=1736307422481&searchType=lorryLists&vslCallId=ASHL&scn=ASHL&mfDocId=&blNo=&shipgNoteNo=&ptnrCd=&truckMode=E&subDoNo=&grNo=&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:37:02 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/truckAssignment/lorryassignmentinquiry?_dc=1736307422481&searchType=lorryLists&vslCallId=ASHL&scn=ASHL&mfDocId=&blNo=&shipgNoteNo=&ptnrCd=&truckMode=E&subDoNo=&grNo=&page=1&start=0&limit=25 HTTP/1.1" 200 34992
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:37:07 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/truckAssignment/lorryassignmentinquiry?_dc=1736307427182&searchType=lorryLists&vslCallId=ASHL&scn=&mfDocId=&blNo=&shipgNoteNo=&ptnrCd=&truckMode=E&subDoNo=&grNo=&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:37:07 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/truckAssignment/lorryassignmentinquiry?_dc=1736307427182&searchType=lorryLists&vslCallId=ASHL&scn=&mfDocId=&blNo=&shipgNoteNo=&ptnrCd=&truckMode=E&subDoNo=&grNo=&page=1&start=0&limit=25 HTTP/1.1" 200 37668
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:37:10 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/popup/shipcallnopopup?_dc=1736307430731&scn=ASHL&mode=textfield&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:37:10 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/popup/shipcallnopopup?_dc=1736307430731&scn=ASHL&mode=textfield&page=1&start=0&limit=25 HTTP/1.1" 200 5524
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:37:10 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/combobox/codeMaster?_dc=1736307430944&scn=ASHL&vslCallId=ASHL&tyCd=GC&searchType=MBLNO&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:37:10 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/combobox/codeMaster?_dc=1736307430953&vslCallId=ASHL&tyCd=GC&searchType=SNNO&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:37:10 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/combobox/codeMaster?_dc=1736307430961&vslCallId=ASHL&tyCd=GC&searchType=BLNO&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:37:10 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/truckAssignment/sdoItems?_dc=1736307430973&vslCallId=ASHL&blNo=&subDoNo=&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:37:10 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/truckAssignment/grItems?_dc=1736307430979&scn=ASHL&vslCallId=ASHL&shipgNoteNo=&tyCd=GC&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:37:11 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/truckAssignment/lorryassignmentinquiry?_dc=1736307430999&searchType=lorryLists&vslCallId=ASHL&scn=ASHL&mfDocId=&blNo=&shipgNoteNo=&ptnrCd=&truckMode=E&subDoNo=&grNo=&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:37:11 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/truckAssignment/lorryassignmentinquiry?_dc=1736307430999&searchType=lorryLists&vslCallId=ASHL&scn=ASHL&mfDocId=&blNo=&shipgNoteNo=&ptnrCd=&truckMode=E&subDoNo=&grNo=&page=1&start=0&limit=25 HTTP/1.1" 200 34992
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:37:11 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/combobox/codeMaster?_dc=1736307430944&scn=ASHL&vslCallId=ASHL&tyCd=GC&searchType=MBLNO&page=1&start=0&limit=25 HTTP/1.1" 200 47452
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:37:11 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/truckAssignment/grItems?_dc=1736307430979&scn=ASHL&vslCallId=ASHL&shipgNoteNo=&tyCd=GC&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:37:11 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/combobox/codeMaster?_dc=1736307430953&vslCallId=ASHL&tyCd=GC&searchType=SNNO&page=1&start=0&limit=25 HTTP/1.1" 200 17287
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:37:11 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/truckAssignment/sdoItems?_dc=1736307430973&vslCallId=ASHL&blNo=&subDoNo=&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:37:11 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/combobox/codeMaster?_dc=1736307430961&vslCallId=ASHL&tyCd=GC&searchType=BLNO&page=1&start=0&limit=25 HTTP/1.1" 200 47989
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:37:16 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/popup/vesselcalllistpopup?_dc=1736307436111&vslCallId=ASHL&mode=textfield&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:37:16 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/popup/vesselcalllistpopup?_dc=1736307436111&vslCallId=ASHL&mode=textfield&page=1&start=0&limit=25 HTTP/1.1" 200 2590
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:37:16 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/combobox/codeMaster?_dc=1736307436421&scn=ASHL&vslCallId=ASHL&tyCd=GC&searchType=MBLNO&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:37:16 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/combobox/codeMaster?_dc=1736307436428&vslCallId=ASHL&tyCd=GC&searchType=SNNO&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:37:16 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/combobox/codeMaster?_dc=1736307436443&vslCallId=ASHL&tyCd=GC&searchType=BLNO&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:37:16 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/truckAssignment/sdoItems?_dc=1736307436449&vslCallId=ASHL&blNo=&subDoNo=&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:37:16 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/truckAssignment/grItems?_dc=1736307436456&scn=ASHL&vslCallId=ASHL&shipgNoteNo=&tyCd=GC&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:37:16 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/combobox/codeMaster?_dc=1736307436428&vslCallId=ASHL&tyCd=GC&searchType=SNNO&page=1&start=0&limit=25 HTTP/1.1" 200 17287
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:37:16 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/combobox/codeMaster?_dc=1736307436443&vslCallId=ASHL&tyCd=GC&searchType=BLNO&page=1&start=0&limit=25 HTTP/1.1" 200 47989
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:37:16 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/combobox/codeMaster?_dc=1736307436421&scn=ASHL&vslCallId=ASHL&tyCd=GC&searchType=MBLNO&page=1&start=0&limit=25 HTTP/1.1" 200 47452
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:37:16 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/truckAssignment/sdoItems?_dc=1736307436449&vslCallId=ASHL&blNo=&subDoNo=&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:37:16 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/truckAssignment/grItems?_dc=1736307436456&scn=ASHL&vslCallId=ASHL&shipgNoteNo=&tyCd=GC&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:38:11 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/popup/vesselcalllistpopup?_dc=1736307491567&vslCallId=ASHL&mode=textfield&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:38:11 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/popup/vesselcalllistpopup?_dc=1736307491567&vslCallId=ASHL&mode=textfield&page=1&start=0&limit=25 HTTP/1.1" 200 2590
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:38:11 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/combobox/codeMaster?_dc=1736307491678&scn=ASHL&vslCallId=ASHL&tyCd=GC&searchType=MBLNO&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:38:11 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/combobox/codeMaster?_dc=1736307491681&vslCallId=ASHL&tyCd=GC&searchType=SNNO&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:38:11 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/combobox/codeMaster?_dc=1736307491686&vslCallId=ASHL&tyCd=GC&searchType=BLNO&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:38:11 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/truckAssignment/sdoItems?_dc=1736307491690&vslCallId=ASHL&blNo=&subDoNo=&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:38:11 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/truckAssignment/grItems?_dc=1736307491696&scn=ASHL&vslCallId=ASHL&shipgNoteNo=&tyCd=GC&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:38:11 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/truckAssignment/sdoItems?_dc=1736307491690&vslCallId=ASHL&blNo=&subDoNo=&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:38:11 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/truckAssignment/grItems?_dc=1736307491696&scn=ASHL&vslCallId=ASHL&shipgNoteNo=&tyCd=GC&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:38:11 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/combobox/codeMaster?_dc=1736307491678&scn=ASHL&vslCallId=ASHL&tyCd=GC&searchType=MBLNO&page=1&start=0&limit=25 HTTP/1.1" 200 47452
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:38:12 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/combobox/codeMaster?_dc=1736307491686&vslCallId=ASHL&tyCd=GC&searchType=BLNO&page=1&start=0&limit=25 HTTP/1.1" 200 47989
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:38:12 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/combobox/codeMaster?_dc=1736307491681&vslCallId=ASHL&tyCd=GC&searchType=SNNO&page=1&start=0&limit=25 HTTP/1.1" 200 17287
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:38:15 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/truckAssignment/lorryassignmentinquiry?_dc=1736307495811&searchType=lorryLists&vslCallId=ASHL&scn=ASHL&mfDocId=&blNo=&shipgNoteNo=&ptnrCd=&truckMode=E&subDoNo=&grNo=&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:38:15 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/truckAssignment/lorryassignmentinquiry?_dc=1736307495811&searchType=lorryLists&vslCallId=ASHL&scn=ASHL&mfDocId=&blNo=&shipgNoteNo=&ptnrCd=&truckMode=E&subDoNo=&grNo=&page=1&start=0&limit=25 HTTP/1.1" 200 34992
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:38:20 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/truckAssignment/lorryassignmentinquiry?_dc=1736307500493&searchType=lorryLists&vslCallId=ASHL&scn=&mfDocId=&blNo=&shipgNoteNo=&ptnrCd=&truckMode=E&subDoNo=&grNo=&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:38:20 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/truckAssignment/lorryassignmentinquiry?_dc=1736307500493&searchType=lorryLists&vslCallId=ASHL&scn=&mfDocId=&blNo=&shipgNoteNo=&ptnrCd=&truckMode=E&subDoNo=&grNo=&page=1&start=0&limit=25 HTTP/1.1" 200 37668
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:38:23 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/popup/shipcallnopopup?_dc=1736307503113&scn=ASHL&mode=textfield&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:38:23 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/popup/shipcallnopopup?_dc=1736307503113&scn=ASHL&mode=textfield&page=1&start=0&limit=25 HTTP/1.1" 200 5524
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:38:23 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/combobox/codeMaster?_dc=1736307503257&scn=ASHL&vslCallId=ASHL&tyCd=GC&searchType=MBLNO&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:38:23 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/combobox/codeMaster?_dc=1736307503266&vslCallId=ASHL&tyCd=GC&searchType=SNNO&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:38:23 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/combobox/codeMaster?_dc=1736307503271&vslCallId=ASHL&tyCd=GC&searchType=BLNO&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:38:23 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/truckAssignment/sdoItems?_dc=1736307503286&vslCallId=ASHL&blNo=&subDoNo=&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:38:23 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/truckAssignment/grItems?_dc=1736307503293&scn=ASHL&vslCallId=ASHL&shipgNoteNo=&tyCd=GC&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:38:23 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/truckAssignment/lorryassignmentinquiry?_dc=1736307503304&searchType=lorryLists&vslCallId=ASHL&scn=ASHL&mfDocId=&blNo=&shipgNoteNo=&ptnrCd=&truckMode=E&subDoNo=&grNo=&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:38:23 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/combobox/codeMaster?_dc=1736307503266&vslCallId=ASHL&tyCd=GC&searchType=SNNO&page=1&start=0&limit=25 HTTP/1.1" 200 17287
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:38:23 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/truckAssignment/grItems?_dc=1736307503293&scn=ASHL&vslCallId=ASHL&shipgNoteNo=&tyCd=GC&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:38:23 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/combobox/codeMaster?_dc=1736307503257&scn=ASHL&vslCallId=ASHL&tyCd=GC&searchType=MBLNO&page=1&start=0&limit=25 HTTP/1.1" 200 47452
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:38:23 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/truckAssignment/sdoItems?_dc=1736307503286&vslCallId=ASHL&blNo=&subDoNo=&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:38:23 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/combobox/codeMaster?_dc=1736307503271&vslCallId=ASHL&tyCd=GC&searchType=BLNO&page=1&start=0&limit=25 HTTP/1.1" 200 47989
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:38:23 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/truckAssignment/lorryassignmentinquiry?_dc=1736307503304&searchType=lorryLists&vslCallId=ASHL&scn=ASHL&mfDocId=&blNo=&shipgNoteNo=&ptnrCd=&truckMode=E&subDoNo=&grNo=&page=1&start=0&limit=25 HTTP/1.1" 200 34992
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:38:25 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/popup/vesselcalllistpopup?_dc=1736307505687&vslCallId=ASHL&mode=textfield&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:38:25 +0700] "GET /MOST_MMC_JPB_Web/rest/v1/popup/vesselcalllistpopup?_dc=1736307505687&vslCallId=ASHL&mode=textfield&page=1&start=0&limit=25 HTTP/1.1" 200 2590
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:38:25 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/combobox/codeMaster?_dc=1736307505949&scn=ASHL&vslCallId=ASHL&tyCd=GC&searchType=MBLNO&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:38:25 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/combobox/codeMaster?_dc=1736307505968&vslCallId=ASHL&tyCd=GC&searchType=SNNO&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:38:25 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/combobox/codeMaster?_dc=1736307505980&vslCallId=ASHL&tyCd=GC&searchType=BLNO&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:38:26 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/truckAssignment/sdoItems?_dc=1736307505989&vslCallId=ASHL&blNo=&subDoNo=&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Jan/2025:10:38:26 +0700] "OPTIONS /MOST_MMC_JPB_Web/rest/v1/truckAssignment/grItems?_dc=1736307506003&scn=ASHL&vslCallId=ASHL&shipgNoteNo=&tyCd=GC&page=1&start=0&limit=25 HTTP/1.1" 200 -
